,corp_code,corp_name,stock_code,account_nm,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
115,00129280,삼화전자공업,011230,자산총계,66900329255.0,55038201508,60400094607.0,64280395686.0,62087149089.0,67186974249.0,69277587535.0,77076683841.0,67956226053.0,69140332306.0,86829869700.0
116,00132628,성문전자,014910,자산총계,54386004301.0,40358769981,42506306644.0,43264100900.0,42991994001.0,44116407969.0,45273302846.0,51557111013.0,49764693291.0,,
117,00123781,부국철강,026940,자산총계,150684042688.0,132192727015,122258587601.0,123795692378.0,129693768348.0,121540260816.0,120222229858.0,125858272387.0,137818880765.0,140117868453.0,144303661079.0
118,00407814,크리스탈지노믹스,083790,자산총계,332926809975.0,316960077321,379189387554.0,256919699177.0,119465137585.0,128666439474.0,127284549684.0,106051985075.0,88769401553.0,54559546448.0,62963971605.0
119,00525934,LX세미콘,108320,자산총계,1172530981920.0,750602338873,629733290317.0,607558305864.0,544294125328.0,485997742264.0,463008331636.0,376383183106.0,344920968142.0,336188903904.0,268392727430.0
120,00414601,유니퀘스트,077500,자산총계,490332217891.0,379977750281,349702333313.0,324112688628.0,266917347503.0,284420089542.0,244386643275.0,244003513228.0,218347947633.0,,
121,00105466,KCC건설,021320,자산총계,1089774227600.0,977535499042,1039194850951.0,969157830353.0,942080848297.0,902760269704.0,838081524431.0,1129961181679.0,1117763492444.0,1079961585574.0,1122535084093.0
122,00159573,한국주철관공업,000970,자산총계,423089951776.0,357526156760,356691626729.0,351976404892.0,334728978766.0,323376592895.0,300739840129.0,319386330700.0,333174658237.0,333471928909.0,344381848006.0
123,01090471,씨아이에스,222080,자산총계,319224578938.0,233885479276,169743005337.0,167266426760.0,110587838991.0,86998618201.0,66880353607.0,,,,
124,00148896,OCI,010060,자산총계,5704061113000.0,4437236050000,4811211712000.0,5659590446000.0,6077824637000.0,6248555403000.0,7298775478000.0,7418713804000.0,7302290651000.0,7283049629.0,7205013146.0
125,00194947,한전산업,130660,자산총계,163320479666.0,163588747240,166748912029.0,148485446929.0,154376440274.0,147799966638.0,143003843494.0,166929078967.0,176708573653.0,166218532956.0,143799371980.0
126,00377610,세아홀딩스,058650,자산총계,5537774298653.0,5084932952179,5456657504692.0,5453865783668.0,5254771564848.0,5177866749403.0,5191468773720.0,4141073291032.0,3914700975467.0,4008794417565.0,3845130468302.0
127,00241005,코오롱플라스틱,138490,자산총계,369094511038.0,317913470328,338684831650.0,340974552820.0,353840136974.0,308309317666.0,208616751881.0,214287723071.0,219566894826.0,208488636056.0,196479499880.0
128,00225706,JW생명과학,234080,자산총계,218725051539.0,214402015696,201403949401.0,200859819489.0,198532054149.0,192244264203.0,179880690157.0,163842270625.0,,,
129,00936787,애경케미칼,161000,자산총계,1244966459823.0,532149671657,492826341443.0,498468497847.0,457845132420.0,408400367947.0,332693320090.0,397608843768.0,410696211994.0,463816829232.0,
130,00159971,KC그린홀딩스,009440,자산총계,906605618427.0,776133685180,816143779044.0,670840466899.0,519933654724.0,462751007769.0,450314764450.0,437508861914.0,429933872785.0,485305388691.0,416823410124.0
131,00347062,현대바이오랜드,052260,자산총계,172744144498.0,187657605085,209051967983.0,193163241110.0,176369785728.0,167667442873.0,153363230115.0,143161483427.0,142530899677.0,147064068920.0,128856588132.0
132,00264547,KG이니시스,035600,자산총계,1430089154289.0,1400502734602,1278010860104.0,932316574167.0,926244871309.0,735955029670.0,611193636556.0,562283660653.0,525262750385.0,236375464729.0,212848934925.0
133,00164609,현대미포조선,010620,자산총계,3878320283000.0,3599025550000,3380628394000.0,3463733941000.0,8319438717000.0,9226316948000.0,9438010980000.0,10063720316000.0,10227698199000.0,7722829117.0,7824563657.0
