,종목코드,종목명,2011_1분기,2011_2분기,2011_3분기,2011_4분기,2012_1분기,2012_2분기,2012_3분기,2012_4분기,2013_1분기,2013_2분기,2013_3분기,2013_4분기,2014_1분기,2014_2분기,2014_3분기,2014_4분기,2015_1분기,2015_2분기,2015_3분기,2015_4분기,2016_1분기,2016_2분기,2016_3분기,2016_4분기,2017_1분기,2017_2분기,2017_3분기,2017_4분기,2018_1분기,2018_2분기,2018_3분기,2018_4분기,2019_1분기,2019_2분기,2019_3분기,2019_4분기,2020_1분기,2020_2분기,2020_3분기,2020_4분기,2021_1분기,2021_2분기,2021_3분기,2021_4분기,2022_1분기
2063,089980,상아프론테크,,,63701995073.07692,59131257576.92308,60876767464.28571,47441743296.42857,48789195900.0,54576419045.454544,61798477714.28571,79091517642.85715,96539372972.72728,86958241475.0,93373637421.42856,92069322072.85716,86365132531.42857,72956109480.0,84748352507.14285,77674797464.28572,92166631435.0,157929248000.0,156744240000.0,145176251371.42856,146800069509.0909,112602220342.3077,120273963750.71428,187866732114.2857,234940814400.0,192914324400.0,239627404800.0,207973326830.76923,237487874400.0,179363965200.0,287059887482.1429,248482562657.14285,249440429495.8333,222470135066.66663,149982977250.0,388922905278.5714,702231716980.7693,717638962687.5,776073312625.0,723956948625.0,1120032125227.2727,906086427530.7692,671596657703.5714
2064,054010,선팩테크,,,6919883780.307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2065,039310,세중,,,35986944621.53846,42838948009.23077,49639720535.35714,45908820607.14286,51663588260.71429,62264352291.81818,126281586825.0,83075567205.71428,99790845346.36365,79095725081.25,81142223915.35715,79198156813.92857,93138896356.07144,65993070658.333336,76020393065.0,69438344729.64285,58208304542.91666,69156811688.75,71813577511.42857,71121070951.07143,87601785702.27272,73817913537.3077,82194703892.85715,73192118608.21428,56002423053.92857,57838320508.333336,48773172325.71429,70346917319.61539,70312067960.0,69594751974.58333,66551822057.5,69024135198.21428,58578288577.5,55052114207.083336,27363717170.0,48986749115.35714,46293889313.07692,48445256446.66666,48443099105.35714,92329893365.0,73697524840.45454,67830793555.38461,73528663852.5
2066,031430,신세계인터내셔날,,,824395384615.3846,809840769230.7693,763980000000.0,597822000000.0,628269000000.0,643378909090.909,560490000000.0,571761000000.0,623906181818.1818,651465500000.0,545904000000.0,614397000000.0,881790000000.0,818125000000.0,589458000000.0,894285000000.0,874352500000.0,701743000000.0,644232000000.0,465324000000.0,519013090909.0909,468329076923.0769,469710000000.0,513621000000.0,428502000000.0,529609500000.0,624954000000.0,1317055384615.3845,1587676363636.3635,1345592500000.0,2111145000000.0,1541730000000.0,1337560000000.0,1558602500000.0,1388730000000.0,1204620000000.0,1083906923076.9232,1146862500000.0,1469055000000.0,1496595000000.0,1403010000000.0,1046559230769.2308,1080690000000.0
2067,052810,아시아미디어홀딩스,,,12172286464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2068,054800,아이디스홀딩스,,,64362159692.30769,92379004615.3846,82150759285.71428,101319313748.57144,97815859217.14284,139553600236.36365,167116259400.0,147049004014.2857,159120266127.27274,142583454550.0,155918509157.14285,147898998257.14285,143390333142.85715,146550094350.0,159577180028.57144,176872715057.14285,178196981450.0,166685102900.0,165638008542.85715,167116259400.0,160625394272.72726,153425382230.76923,152555488457.14285,143094682971.42856,131305632385.71428,148360951650.0,160427174271.42856,163335348553.84616,162741980727.27274,136504147900.0,155142427457.14285,146827266385.7143,131675195100.0,127104936200.0,91585031854.28572,136036035128.57144,140212093800.0,133356705450.0,133523008671.42856,150338112171.42856,141152798890.9091,136351584830.76924,128459999485.71428
2069,040910,아이씨디,,,461949376984.61536,412974630276.9231,416683740857.1429,283716067885.7143,229136753485.7143,176289274254.54544,208795615200.0,241480643085.7143,195341352290.9091,159396652600.0,165245474485.7143,133337219862.85716,106240399200.0,105351636693.33331,140428009234.2857,106283039914.28572,100321632626.66669,108697762380.0,179312237600.0,219498859657.14285,225448872545.45456,275358806646.1539,239635006485.7143,235664840485.7143,222110723628.57144,219679452408.3333,174550411400.0,158331721500.0,162255923975.45456,117607450980.83331,179634621492.85715,167890718600.0,238727064112.5,320505661512.5,216218297735.7143,242016719375.0,287311280046.1539,309758192883.3333,293044617539.2857,281368807475.0,239859415331.81815,222829921119.2308,191815974460.7143
2070,013780,아큐텍,,,10601002730.76923,4638051152.307693,4161464775.0,1635115219.2857144,8719126860.0,8826067684.0,8826067684.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2071,123750,알톤스포츠,,,41666243552.30769,42186247838.46154,46865664968.57143,43375607474.28571,47164648477.14286,45150691381.81818,46318295591.42857,57023630762.14286,48074510573.181816,50284078630.833336,59143664722.14286,68058094964.28571,152460575421.42856,116294868810.0,152089123017.85715,122868200603.57144,81991927215.0,66313884285.0,99978478045.71428,71029954060.71428,68707438527.27273,57839565573.46154,67864927027.14286,57872740628.92857,42149272829.64286,41531684391.66666,46200774376.07143,44651258875.38461,56570383594.545456,52312927270.833336,48367644866.07143,33636567333.214287,28960648975.416668,16697649070.0,14785704520.0,46514879552.14286,37179967864.61539,47703016522.5,68256420435.0,72162250015.71428,61645727309.09091,52838303486.92308,64387008845.71429
2072,065500,오리엔트정공,,,17140692920.0,17140692920.0,17140692920.0,17140692920.0,17140692920.0,14748274931.363636,20115050723.57143,14650418573.571428,14655149856.818182,13064518714.166666,15227240856.071428,9491979304.357143,17077481479.928572,14819622369.75,16569759746.571428,18787285821.857143,30632017350.0,25926496612.5,29031876684.642857,29566022284.92857,51612710070.545456,54189261597.69231,43141402252.92857,41956269562.28571,37851851887.71429,38923701702.25,81449186627.14285,50245470270.46154,52190972550.181816,54924790177.16666,48886844822.71429,59402665527.85714,44736891163.333336,44492694159.16666,26323041637.714287,33473129919.714287,93356890380.6154,94846116418.33331,131179839815.42856,128015046641.42856,84607602025.45454,63539308024.61539,59585980525.71429
2073,109080,옵티시스,,,31613624615.384617,31843400000.0,36014040000.0,27624451428.57143,34452062857.14286,40896865454.545456,50116117142.85714,46303765714.28571,36628876363.63636,34835176666.666664,36018065714.28571,44427782857.14286,35587314285.71429,30885280000.0,34709708571.42857,39637182857.14286,34774120000.0,33773730000.0,35365900000.0,38695165714.28571,37489647272.72727,38346476923.07692,39826391428.57143,40369862857.14286,35160588571.42857,36164333333.333336,50454277142.85714,42855276923.07692,41895974545.454544,39611686666.66666,41641988571.42857,43852105714.28571,38803860000.0,43895046666.66666,28198115714.285717,44049365714.28571,49596800000.0,45797196666.66666,51046057142.85714,117027514285.71428,129858563636.36365,107257415384.6154,99253985714.28572
2074,123330,제닉,,,195429056080.76923,184348316573.07693,224868955207.14285,235245115839.2857,297637707071.4286,202567147240.9091,170174979835.7143,113300000000.0,149625000000.0,115202083333.33331,111492857142.85716,97864285714.28572,127371428571.42856,129950000000.0,188442857142.85715,271530000000.0,234701250000.0,187241250000.0,124492500000.0,151894285714.2857,138270000000.0,102376153846.15384,79270714285.71428,90015750000.0,71091900000.0,84026250000.0,110805750000.0,110896153846.15384,85654545454.54546,47425000000.0,60490000000.0,51720000000.0,36965833333.333336,34282500000.0,18310000000.0,28337500000.0,26562307692.307693,26565000000.0,40655000000.0,57670000000.0,44437272727.27273,41973076923.07692,39490000000.0
2075,137950,제이씨케미칼,,,70481376923.07692,72836400000.0,76285742857.14285,55184721428.57143,49081671428.57143,49479272727.27273,46942507142.85714,43902892857.14286,39171090909.09091,57345325000.0,62912392857.14286,55522985714.28571,46142107142.85714,39958858333.333336,43240657142.85714,39476871428.57143,44055350000.0,42193308333.333336,56985859642.85714,77337458928.57143,121931238181.81818,110508046923.07692,95844565000.0,97543985714.28572,101184614642.85716,80458820416.66667,76100888571.42857,74678859230.76923,87720505000.0,74551145833.33333,81209316650.35715,80692860948.57143,133490757319.16669,124853382690.0,74734355070.0,113327267678.57144,127937155973.84616,148229415193.33334,135945004470.0,244691464697.14285,234500324887.27277,195340116043.07693,199344652044.2857
2076,058420,제이웨이,,,20452217566.153847,26264319803.076923,30128728080.0,24892549920.0,22943133360.0,22256975083.636364,26535608428.57143,26553767605.714287,26301246798.18182,25017170688.33333,27486027465.714287,24167445886.0,23145947676.0,23145947676.0,23153957500.0,23640866785.714287,19098417812.5,26593762812.5,51861770857.14286,31558201500.0,29286203181.81818,26586556153.846157,29769234607.142857,32107972935.714287,29742484332.142857,29251005187.5,22361558710.714287,29346239865.384617,26444535918.18182,22010438491.666668,28589018925.0,23088330171.42857,19076335642.5,42319255279.16666,22354638301.42857,28497393581.785717,20964905912.076923,14050249850.166666,6677372699.714286,7799412240.0,7799412240.0,7799412240.0,7799412240.0
2077,036420,제이콘텐트리,,,339347114434.61536,250945553591.92307,227850947235.7143,214072281124.64285,284743504081.4286,234316010513.63635,315435541327.1429,312324229624.6429,299400483065.4545,267163423296.25,247454550293.57144,245442724681.42856,238939381423.57144,224266753940.0,238373906964.64285,275588566575.0,588073130952.5,620725377050.0,522476676482.1429,475667654940.0,420966393117.2727,446931046013.0769,470127161528.5714,452242774707.8571,428166071721.4286,613786180645.0,902367125464.2858,789181864698.4615,736389132054.5454,669140392647.5,736398310851.4286,713655992978.5714,533235312225.0,549383043733.3333,385281012460.7143,512209023082.1429,427461294588.4616,539478462675.0,795144088385.7142,831132726475.0,844916337736.3636,918678363546.1538,1030148567707.1428
2078,071950,코아스,,,11188877450.76923,16815158623.076923,26391299407.142857,32051069290.0,31206211521.42857,21755870370.90909,23896868771.42857,21149173342.857143,41745727114.09091,32047471000.416668,43056186828.57143,34845140174.28571,38848450534.28571,44953839250.833336,75891358887.5,67519979335.71429,63735440156.25,79278266335.41667,52160134130.35714,56924457846.42857,60058328522.72727,50402527076.92308,46559504207.14286,47155571828.57143,37254226339.28571,34049443016.666668,50676786110.71429,56928703342.30769,56265170931.81818,40733127179.16666,40698172596.42857,49672301785.71429,47378177329.16666,40604347137.5,25851673507.142857,33280442196.42857,33189588584.615383,34577441187.5,36481546089.28571,47906175500.0,41485905059.09091,34461539150.0,33479131403.57143
2079,035210,티브로드도봉강북방송,,,71861648076.92308,62774085576.92308,65086802678.57143,67606883035.71429,78382135714.28572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2080,126640,화신정공,,,54490500278.07692,52840502503.46154,59646132758.92857,53866518183.57143,51506189935.35714,47853770449.545456,49617927336.78571,62041716382.5,61545737422.27273,56626598644.583336,63607842887.5,57275881351.07143,57094011916.07143,49028968518.75,54443914434.64286,50858488430.35714,52272306776.25,55318619812.5,54404942412.85714,58873734244.28571,64613250180.0,63668292206.53846,64199910555.0,59172519744.64286,49234654189.28571,47968063481.25,47831661405.0,49244647015.38461,48724474995.0,41754191118.75,43596701704.28571,42063802180.71429,43800222262.5,46073590200.0,27327181676.142857,39088937851.07143,46572565316.53846,54363805278.75,74878244524.28572,88232657322.85715,99085774905.0,71362768302.6923,71461697281.07143
2081,134780,화진,,,41349423076.92308,47283076923.07692,57267571428.57143,82738071428.57143,68226714285.71429,55874500000.0,74000142857.14285,82184928571.42857,90101000000.0,83628225000.0,92897742857.14284,104584821428.57144,89040214285.71428,76517925000.0,80418021428.57143,61962653571.42857,61737337500.0,64578375000.0,61192028571.42857,71742985714.28572,86668690909.09091,87448153846.15384,83253921428.57143,113893971428.57144,163812857142.85715,119546171616.66669,115518133157.14284,77934041227.6923,73560710880.0,73560710880.0,73560710880.0,73560710880.0,73560710880.0,73560710880.0,73560710880.0,41180603201.35714,,,,,,,
2082,143160,아이디스,,,90048738000.0,96495297692.3077,157428872142.85715,137571379285.7143,171306930000.0,229152845454.54544,249095052857.14285,260102094428.57144,215253306409.0909,174811111875.0,202654589464.2857,156153111428.57144,161013759750.0,135919546500.0,182331721285.7143,177317981678.57144,204281184375.0,186956353875.0,193775294892.85715,147465180964.2857,133857453272.72728,105375087207.6923,98223368914.28572,88655163557.14285,89734457121.42857,77390196450.0,78160755921.42857,82474986115.38461,239316473045.45456,206201204250.0,301398468750.0,274454402464.2857,304702689000.0,311087871375.0,150450461035.7143,310162944857.1429,337648718769.2308,278313578625.0,294011814214.2857,294356269607.1429,267714906545.45456,248949983076.92307,252983349642.85715
2083,000087,하이트진로2우B,,,21201388880.0,20855392784.615383,18639204585.714287,18340525257.142857,19143730478.57143,19823647918.18182,21472622000.0,22106306521.42857,21991458081.81818,19311233075.0,20007478807.142857,18978245985.714287,20984240935.714287,20931097541.666668,19967116735.714287,20879299550.0,20723905575.0,21293683483.33333,22376732400.0,21581599592.857143,21133580600.0,21294407930.76923,20366701242.857143,21060928871.42857,21593708214.285717,21095909333.33333,19652292578.57143,19420986861.53846,16664398509.09091,16716624583.333334,16867309650.0,18550408028.57143,20022278233.33333,19881010983.33333,14288173285.714285,25823653300.0,23858951853.846157,23426818958.33333,22780353114.285717,26618786107.142857,23691802072.727272,21763849869.23077,23091141064.285717
2084,131390,피앤이솔루션,,,43957680000.0,66297646153.84615,62867700000.0,50790900000.0,53075700000.0,44910600000.0,57992100000.0,54192600000.0,74476690909.09091,53246550000.0,64438500000.0,46828200000.0,46501800000.0,33525275000.0,40137000000.0,39015000000.0,60684050000.0,140312900000.0,112312200000.0,98052600000.0,91171309090.90907,77035107692.3077,97736400000.0,111302400000.0,131569800000.0,141110200000.0,196758000000.0,217660153846.15384,222897818181.81815,163208500000.0,190944000000.0,179571000000.0,148512000000.0,149880500000.0,128590348714.28572,264529629000.0,303160701115.38464,310579655416.6667,310138616428.5714,,,,
2085,140890,트러스제7호,,,41456080000.0,40465127692.30769,40556665714.28571,39857890000.0,39605362142.85714,39122634545.454544,40217655714.28571,41618666428.57143,41407650000.0,41714373333.333336,42224041428.57143,42521540000.0,43147670714.28571,43385208333.333336,45901262142.85714,44977632857.14286,43482068333.333336,39349375000.0,35302010714.28571,31140490000.0,33068884545.454544,35264490769.23077,32697168571.42857,32728302142.857143,31406855000.0,29643195833.33333,30348313571.42857,28681736153.846157,28190662727.272728,27681780833.33333,33769547142.857143,,,,,,,,,,,,
2086,090470,AST젯텍,,,,40561521720.0,41009327825.71429,34197709357.142857,43501192928.57143,48026828149.09091,62832400714.28571,64782986502.85714,61476677781.81818,45770210500.0,44867405588.57143,54163081182.85714,59136762908.57143,47065765960.0,63703791411.42857,56874102668.57143,44535479240.0,77842811160.0,,,,,,,,,,,,,,,,,,,,,,,,,
2087,110570,넥솔론,,,,304309790923.0769,386205264428.5714,293614267714.2857,161067107428.57144,151850039127.27274,191456363131.42856,127070973724.0,146575561276.36365,103940355607.33331,134500645539.71428,112170971550.78572,36913871421.14286,43110950667.0,211318492013.85715,118740145325.0,160852315201.5,166376328809.25,179110508971.07144,133037103102.28572,100018124915.09093,105653262331.6923,64468078400.0,,,,,,,,,,,,,,,,,,,,
2088,139670,넥스트리밍,,,,36333502368.46154,41943472619.28571,28803753394.285717,32310427782.857143,41523463243.63636,50559141291.42857,63798757227.85714,51089491090.0,39628004872.5,43685283054.28571,54952437288.57143,43349473742.14286,40692236374.16666,43835645432.85714,41790717084.28571,40154273197.5,39201142786.66666,39485160612.85714,40442467756.42857,43651565430.0,42090670752.30769,39194460014.28571,32976975660.357143,26496357143.92857,24164487256.25,26779539623.57143,25155625935.0,21433473600.0,18498331623.75,65573033295.0,,,,,,,,,,,,
2089,131220,대한과학,,,,42671004000.0,37144659685.71429,35877826307.14286,53191215814.28571,50122974790.90909,57575801121.42857,41315085042.85714,40700256618.181816,31546379641.666668,35968232257.14286,33814109850.0,34388254700.0,36381265395.833336,52708596904.28571,51686590722.85714,62682718835.0,62038992702.5,62489668017.85714,56728861812.85714,53034547920.0,44550601640.76923,51014060271.42857,45529282047.85714,37110428614.28571,36613322666.25,40630331480.0,44331278607.69231,42449932145.454544,34514288700.0,38121729396.42857,39556718721.42857,39707583400.0,38135928425.0,28132712796.42857,42410723464.28571,56562376430.76923,167446481625.0,99064847464.28572,99384325607.14284,76801577427.27272,72297084553.84616,75237102642.85715
2090,003470,동양증권,,,,527499992123.0769,696661428845.7142,505204321737.1429,538183432365.7143,505496028858.1818,501594446114.2857,463089106137.1429,368231622458.1818,305205327866.6667,308844914400.0,341808906956.0714,541061194212.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2091,003475,동양증권1우,,,,28943219821.53846,34941367972.85714,27429227491.42857,27286270858.57143,25982892056.36364,25990438154.285717,25985826650.0,20759315383.636364,16963418515.0,18496743690.0,17800406542.857143,22379630298.57143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2092,090360,로보스타,,,,55344000000.0,73559571428.57143,49017428571.42857,49652571428.57143,40237363636.36364,40534928571.42857,40671428571.42857,44119636363.63636,36744500000.0,38579357142.85714,36874500000.0,34425857142.85714,31518500000.0,38919214285.71429,78713142857.14285,104520000000.0,84077500000.0,90480000000.0,71916000000.0,78390000000.0,124260000000.0,119089285714.28572,179205000000.0,132990000000.0,145502500000.0,175667142857.14285,278070000000.0,301540909090.9091,233228125000.0,269483035714.2857,226861607142.85715,192968750000.0,168106250000.0,88481250000.0,146493750000.0,129900000000.0,181268750000.0,237099107142.85715,266453571428.57144,226598863636.36365,235950000000.0,259454464285.7143
2093,123260,사파이어테크놀로지,,,,241854802576.92307,404971951778.5714,342358616914.2857,359206458135.7143,218975041709.0909,275252045585.7143,320902004207.1429,367660763700.0,278879197866.6667,373561167539.2857,272427578385.7143,192560563092.85715,103937189375.0,142026643753.57144,127595685196.42856,111696201712.5,88898934075.0,60887888202.85714,51733290709.28571,46696071992.72727,39556902750.0,29382153553.92857,24974384390.357143,41853424387.5,36234248242.5,46298456185.0,,,,,,,,,,,,,,,,
2094,016100,산성앨엔에스,,,,150015761005.3846,113134282566.42856,113236794092.14284,103908245252.14284,78004281646.36363,89909015021.78572,70918754883.21428,71929308844.09091,58370703438.75,67843409111.78571,142990764430.7143,423244461792.8571,418439234025.0,1008072715992.8572,1784084965650.0,763700188287.5,536615802262.5,612250087328.5714,,,,,,,,,,,,,,,,,,,,,,,,
2095,145990,삼양사,,,,224241139384.6154,203353180285.7143,205012274346.42856,226961023296.42856,211118681427.27277,204372990396.42856,182972199117.85715,210043256945.45456,197995702770.8333,217346359085.7143,255357128285.7143,382627546914.2857,383385272025.0,459325932150.0,743845888785.7142,555210604025.0,622355443583.3334,990393538750.0,993039488092.8572,1034312288827.2728,1107736869115.3845,980765223085.7142,1069037033107.1428,974370845507.1428,942460206441.6666,852142685585.7142,856744828246.1538,748629940081.8182,586090029208.3334,639878749414.2858,559250793050.0,520492535083.3333,526580668525.0,291421920678.5714,425061433785.7143,604923450961.5385,581076905741.6666,602673759064.2858,662197093292.8572,764039053645.4546,655062679946.1538,544697442185.7143
2096,145995,삼양사우,,,,7073639384.615385,5155072142.857142,4422246142.857142,4268740857.142857,4432137636.363636,4077006285.714286,4011722428.571429,4558641818.181818,4391466666.666667,4580456571.428572,4995685428.571428,6494273428.571428,5444732500.0,6422520000.0,9187379571.428572,8360254666.666667,8582572666.666667,19061248357.142857,19666577142.857143,19532967454.545456,19818671846.153847,20766213714.285717,21416479571.42857,20388213642.857143,18833479083.33333,16503800321.428572,16946359307.692308,15694332272.727272,13856037583.333334,13991289357.142857,13625184392.857143,12579296083.333334,13925425708.333334,7755609857.142858,12903547892.857143,17665149115.384617,16654691958.333334,15258779107.142857,18356793678.57143,17176294409.09091,14960791423.076923,13853834785.714285
2097,000070,삼양홀딩스,,,,463505808061.53845,417693525528.5714,289166115271.4286,484809418378.5714,559592918481.8182,540927125800.0,724720245500.0,708824977227.2727,630896072416.6666,561836189678.5714,560435538535.7142,710071768964.2858,730727869725.0,765768174128.5714,1604883212035.7144,1282142737625.0,1262516283250.0,1465713808285.7144,1293816654642.8572,1117637365500.0,1045499852076.9232,1023736251321.4286,1083074414678.5714,806142594557.1428,978111117125.0,862360916335.7142,987526325307.6924,889127043818.1818,703340755875.0,747722031664.2858,631737332978.5714,534196403625.0,559246896300.0,337065237214.2857,491772675492.8571,548047464992.3077,615985191675.0,788891705828.5714,922800200250.0,1030437515318.1818,853857818700.0,717624736435.7142
2098,000075,삼양홀딩스우,,,,8253492923.076923,7161924000.0,6114961285.714286,7053891428.571428,7219551000.0,8059838107.142858,10498688371.428572,10396019436.363636,10242953875.0,10288019614.285715,10901565221.428572,13876989935.714285,12833781416.666666,13097298350.0,21126601392.857143,20599929500.0,21081354666.666668,23190938028.57143,22348263000.0,19810760781.81818,19522862507.692307,17500709742.857143,19131763728.57143,16888250057.142857,17164074100.0,15632924885.714285,16456554523.076923,16944323090.90909,14703738116.666666,15079104957.142857,14866264357.142857,13354480741.666666,13554652258.333334,8930617828.571428,13115759014.285715,14750321361.538462,14962187416.666666,18084935471.42857,22684898642.857143,21781609454.545456,21234942938.46154,18901548385.714287
2099,036830,솔브레인,,,,603804672046.1538,571540924500.0,463802284542.8571,645896629628.5714,727609138581.8182,710086912114.2858,728551024028.5714,797003469709.091,719039208800.0,646880610514.2858,558694950457.1428,452909529171.4286,520043716583.3333,704866725189.2858,808223102653.5714,775846066508.3334,652105451204.1666,697900619564.2858,925880699900.0,1013364304818.1818,988056258115.3846,814020209003.5714,1207691053485.7144,1077078698171.4286,1174818249275.0,1059430430535.7142,1127006462238.4614,1070309998700.0,848383189637.5,910302393392.8572,815916773217.8572,1250355742533.3333,1406070267983.3333,1129644881357.1428,,,,,,,,
2100,138070,신진에스엠,,,,83042307692.3077,115312500000.0,91189285714.28572,76654486330.71428,69983027400.0,98565838957.14284,119426164432.14284,159378596200.0,182995149104.16663,154513808664.2857,160890467296.42856,164575471028.57144,170695781575.0,182904359157.14285,255995607096.42856,189873822737.5,158022573087.5,115773204210.71428,94150243180.71428,86818105320.0,61556077059.23077,72187620937.14285,88055567442.85715,66990163499.28571,64689439430.0,73315552514.28572,68947775515.38461,61638897210.0,48225483625.0,56121004665.0,53198636487.85714,51612482707.5,49160086020.833336,32687585279.642857,37250581205.35714,41058089743.84615,42741236766.25,51948939570.0,105070671632.14284,64934135330.0,55675846354.61539,60107217397.85714
2101,007820,신흥기계,,,,119395150000.0,107213275000.0,101898875000.0,88375625000.0,67329824545.454544,88772349396.42857,90688657471.42856,81150103936.36363,72268042404.16667,84459239467.85715,87526689332.14285,82593698679.28572,92776031041.66669,118996666700.0,75377838437.14285,120427921762.5,104255040787.5,92339813989.28572,,,,,,,,,,,,,,,,,,,,,,,,
2102,102280,쌍방울,,,,126782662638.46152,103003492392.85716,85875822332.14285,103983064510.71428,90557799259.09093,83512975647.85715,79642181582.14285,73330283004.54546,59531269162.5,55366603461.42857,62478890717.14286,92548786335.0,92139426707.5,93137579343.0,165527469858.2143,240520966107.5,296124861813.3333,287347489715.3571,357074564735.3571,345348576950.9091,264059015585.0,212962719869.2857,200926498586.07144,161866424153.57144,157423936349.16666,158684434618.92856,156935581953.84616,159644481527.27274,136570375949.66669,131669804627.71428,138946876346.07144,135849432427.08331,138593321953.33334,101105409388.5,126239913543.85716,157148801265.0,152352402585.5,147958443718.42856,229230694318.35715,186249435496.18185,208255757691.53845,165132935979.7143
2103,136510,쎄미시스코,,,,25983692307.692307,28344857142.857143,22404857142.857143,24055714285.714287,21570545454.545456,24395142857.142857,23929714285.714287,25684363636.36364,18734250000.0,26271000000.0,28697142857.142857,23058000000.0,21582000000.0,23576785714.285717,24373285714.285717,22538250000.0,31851000000.0,43435285714.28571,51986571428.57143,60651818181.81818,54888923076.92308,56892857142.85714,57116571428.57143,66207857142.85714,76230000000.0,62640000000.0,60002307692.30769,55791818181.81818,41368500000.0,44388000000.0,51431142857.14286,42691500000.0,38826000000.0,23407071428.57143,50031583668.57143,50639367448.46154,42005406615.833336,34309303628.57143,239891290571.42856,205436917909.0909,,
2104,115530,씨엔플러스,,,,38295977746.15385,53258442750.0,40099714371.42857,37864055142.85714,35661877936.36364,34122879728.57143,42692636821.42857,36805128836.36364,36268780958.333336,32969983378.57143,31006560650.0,23061783114.285717,16530535000.0,19988453035.714287,20582202864.285717,39948792916.66666,72288548416.66667,70765632321.42857,44897137071.42857,45855538772.72727,26317455750.0,16078676424.642857,19677228591.42857,23854766071.07143,21467033625.0,26950942072.142857,25716944239.23077,31105257995.0,35809930359.0,35809930359.0,35809930359.0,35809930359.0,50419474275.0,50419474275.0,50419474275.0,50514006341.15385,51997005703.0,57020957000.0,57020957000.0,57020957000.0,57020957000.0,57020957000.0
2105,101240,씨큐브,,,,22308846153.846157,26024821428.57143,22051071428.57143,21801607142.857143,19665000000.0,22298571428.57143,30710313385.714287,28379390040.0,24904515036.666668,23995702217.142857,24948010991.42857,39501197208.57143,40478754860.833336,66727639611.42857,88972985571.42857,77224509300.0,76788712200.0,74188365942.85715,87781987285.71428,76838091054.54546,65605682492.30769,64276012028.57143,65017679142.85714,62294623971.42857,65937996000.0,64058509100.0,63158805968.46154,57004440862.72727,52730388550.0,64242519180.0,83253060570.0,80108550573.33333,83259836100.0,62625010880.0,75956722840.0,77034601193.84616,74532549373.33333,83531394600.0,89165328280.0,77723005156.36363,69329581353.84616,67759276920.0
2106,088960,씨티엘테크,,,,7849296400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107,089530,아이테스트,,,,146100800194.6154,144517424212.85715,133100316048.57144,103945323895.71428,95229813394.54546,90294433699.28572,105467604984.28572,96135360050.0,73163255941.66667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2108,112240,에스에프씨,,,,55437339189.23077,91188161560.71428,75006202532.14285,54204858687.85714,53501150025.0,65380494358.92857,72465978278.57143,69793219350.0,67359137793.75,71184123096.42857,65498095751.78571,62852064412.5,36097747537.5,44970772628.57143,44100522321.42857,49461185812.5,52157197743.75,47322800485.71429,50997844012.5,142220709900.0,104243209000.0,92078012764.28572,112065223821.42856,102461496051.42856,81433402485.0,211142902090.0,237753146466.15384,222947914894.54544,133081699378.33331,104503979143.57144,79827028710.0,79827028710.0,79827028710.0,79827028710.0,40987686070.0,,,,,,,
2109,122870,와이지엔터테인먼트,,,,387462753953.8461,472046606271.4286,473756145814.2857,770305803042.8572,619627744509.091,752023111957.1428,553530588778.5714,564457981672.7273,527443813025.0,663648365600.0,594643959257.1428,780272419885.7142,670468424850.0,699020917200.0,707084062200.0,834212981700.0,652532406750.0,583664189400.0,615325472100.0,538776387122.7273,469933604330.7692,470655419732.1429,573629221028.5714,475426392428.5714,536705736862.5,544726933510.7143,626427730015.3846,788350485150.0,839649339287.5,659621645014.2858,538584234939.2857,425141640262.5,477687236250.0,409390661689.2857,576765073710.7142,1033764391246.1538,821234172400.0,869760713500.0,963367160989.2858,1012856917254.5454,995416014646.1538,1246573696014.2856
2110,123570,이엠넷,,,,37175769230.76923,44377142857.14286,46341428571.42857,43469642857.14286,61000000000.0,61442857142.85714,61344642857.14286,50005000000.0,45434583333.333336,41992500000.0,39002857142.85714,35569285714.28571,32495833333.33333,35023214285.71429,35506428571.42857,39668750000.0,40571666666.66666,38362500000.0,41234285714.28571,46450000000.0,49622692307.69231,69222912385.0,49918304075.35714,48172018675.0,46728714454.583336,58629841721.78571,33285601165.384617,66878861450.0,48274117365.833336,65499625062.14286,85118485186.42857,66800388902.5,78727372331.66667,57321122139.28571,74990825438.57143,94322054885.3846,93039752446.66669,108818641030.0,161787972217.14285,157248859700.0,143012420760.0,138016214694.2857
