종목코드,종목명,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
119250,에프지엔개발리츠,24711797667.307693,20172712381.818184,15276611021.022728,9099634816.666666,,,,,,,,
001290,상상인증권,69159437842.9739,62368017630.02435,76131486000.9107,47731665130.58035,77871140994.55357,66519323688.676575,80194888228.92857,147276471169.52362,171974793923.6458,99668629709.98674,119378362167.65672,119747610207.5
009290,광동제약,168315575841.34616,242933626413.92047,371803253764.6023,520799594540.625,710162118056.25,507421138322.9895,455111275775.625,412222525053.3566,373261421430.0,423955912673.50964,435167295623.96857,389973687975.0
014200,광림,30529803636.778847,48987193373.506485,38659073135.3125,33998395547.1875,51335167455.0,279692135369.97754,253379329721.875,154831130127.64047,135539257627.5,87206827405.32967,171446735543.17557,152939035195.0
017040,광명전기,91776626864.59479,124672328190.50325,106027714676.63014,99202509335.93748,102703698500.14879,124262303914.71967,116069999221.72618,138122069695.53986,105611575078.0506,77294739734.913,124032492248.76373,120772646373.21428
017900,광전자,200942284265.19232,136944816235.68182,130499434860.30978,107641749131.41368,137621610675.26785,132735861752.73102,150840893868.02084,144154677094.92328,138112235692.3363,111067103701.70789,156388682361.25626,163339329056.7857
037710,광주신세계,278201098901.0989,346070129870.1298,423714069264.0693,432854761904.7619,487602380952.381,409335764235.7643,383288095238.0953,339237862137.8622,286047619047.619,228221978021.97803,295364535464.53546,307314285714.2857
026910,광진실업,25610986882.314564,20535146120.454544,16054144188.372564,14954428348.883928,22218176682.589287,28207310345.164215,29067098787.723213,24590332197.733517,24860406245.089287,18918696549.124313,36812181685.42395,32141407232.142857
090150,아이윈,18127938506.68956,21053602918.00325,23403585000.179924,24015335487.544643,25210274169.122025,36753092049.20705,31709567792.038692,25650299120.440083,30789289661.39881,28787981300.50824,101768034038.1737,100346261207.14284
123410,코리아에프티,24880552967.032967,82878421552.5,118471923901.2554,175950552861.42856,150251842164.1667,122807844187.96204,128544512576.66667,78989579978.02696,81227132823.09523,69443631944.41393,101593930360.39459,88514697045.71428
030610,교보증권,209620384615.3846,181854350649.35065,171711720779.2208,301687500000.0,377136428571.4286,340945399600.3996,350371071428.5714,352716106393.6064,356266071428.5714,341194279653.2601,544716371390.2697,489794898125.7143
053270,구영테크,18829912986.778847,20746882265.625,19576045621.448864,30344234769.285717,36021862006.07143,44131306205.19606,42694148158.57143,40093771421.78759,44962789625.35715,38316660475.11676,103953741048.89233,74318452791.42857
007690,국도화학,305144339607.6923,273378635059.0909,284119234875.0,292527334575.0,362011752900.0,342272637572.7273,319919373900.0,325259624840.035,274141750050.0,251822625923.0769,509464404848.95105,522100835657.1429
005320,국동,5620195959.0,6681912486.055195,9317922284.970238,36863881852.916664,58285747354.166664,60395849645.009995,49513258146.78571,47015404042.34328,35722069921.875,113738110238.07462,166138697734.61475,131456115334.28572
001140,카리스국보,12447636542.747253,15195093612.987015,12172690754.329004,12316335426.190477,17610925714.285713,21082136925.524475,16653551362.857143,24651024805.194805,73453849427.08333,76154896030.14493,99185587186.45543,97016029458.57144
066620,국보디자인,43144934752.74725,51470211038.96104,69161688311.68831,115909598214.28572,138364955357.14285,139062203421.57843,140720982142.85715,134480410214.78522,122483258928.57143,110810027472.52747,164934159590.4096,162133928571.42856
043650,국순당,167086756800.0,146379821385.974,126341171152.20781,108163389051.42857,129725696640.0,123796938930.50949,112886804160.0,96571874943.77623,65110791737.14285,79168502763.95604,153660871364.47552,174998623268.57144
006050,국영지앤엠,28392847773.626377,38869291116.233765,33457233934.14935,31634231544.479168,48024535407.21726,79740352707.55432,46519468537.1875,55449331295.67266,51268485664.18155,90934582640.182,84911481988.6376,65964471856.78571
078130,국일제지,11713379120.87912,9387272727.272728,10011569264.069263,13672619047.619047,45450235093.42262,64957284385.30969,66830719238.16071,119558540427.71066,482702998213.3928,642544756058.9904,674688553098.0757,474782577228.9286
002720,국제약품,34708703062.58241,41930173654.82143,33709308378.85552,37112728486.78571,64587730597.50001,81021511373.06818,73998510101.66667,94444813760.79472,84294040192.08334,158597106507.6007,135678671494.63037,105922114550.0
053740,국제엘렉트릭,145153927747.25275,152986845974.02597,153236717857.14285,199058780357.14285,,,,,,,,
044180,KD,7169973421.175824,15728974797.290585,12511991809.011364,11651329977.464285,28422392311.04762,40885050670.10839,66696470797.26191,45438032255.48309,38833856295.0,34452062989.166664,25451777131.005245,31211667998.92857
019010,베뉴지,31004914835.164837,25705427759.740257,23975952813.852814,31430129761.904762,56023749404.76191,55584146103.8961,62487857142.85714,72258283445.72095,96270892857.14287,68756913782.05128,104517498751.24873,106367071428.57144
025340,그린기술투자,5030217006.526474,,,,,,,,,,,
000470,그린손해보험,97301364213.88737,49070369608.92857,,,,,,,,,,
014530,극동유화,53306987764.83517,66444359084.41558,82133852726.5422,86693576584.82141,117164883431.25,122098901281.2063,122514122282.14285,120573610901.18633,123942626943.75,106846951803.50275,163103954526.43604,141532485107.14285
002250,알보젠코리아,35975254527.69231,54324415352.61363,107033802329.11255,87703185184.22618,266490915804.4643,331453130317.66986,315907746996.4286,329622343962.9287,340364711121.4286,,,
900070,글로벌에스엠,47397094847.30769,46002161309.431816,42592128572.13744,37478332355.27976,113487595226.90477,108598643630.49263,77592117107.67856,58564757635.12088,40533348770.57143,28348478941.384613,61183514353.594406,50204543821.71429
086280,현대글로비스,6518638392857.143,8183370535714.285,7467562905844.156,10204017857142.857,7890904017857.143,6617207011738.262,5493973214285.715,5055052759740.26,5539787946428.571,4893068337912.088,6933437656093.906,6812946428571.429
012410,글로스텍,10435649325.206043,40037107612.126625,28241442617.142857,,,,,,,,,
034600,글로웍스,8195812631.809525,,,,,,,,,,,
014280,금강공업,55406949456.81319,59843055700.32468,75897561138.09525,240027699110.7143,324889283079.1666,207527304490.03497,166659285889.2857,129467167759.29071,105372572559.33035,92185972263.5737,218990159738.59766,280283905216.4286
014285,금강공업우,1724240276.7857141,1329536116.0714285,1446796116.0714285,3095228616.0714283,4281140703.125,4163486986.607143,4436228671.875,4559963571.428572,6365102366.071428,7004388850.446428,7865885156.25,8772283928.571428
053260,금강철강,43781914285.71429,47562475324.67532,47344176623.376625,53957892857.14286,60749742857.14285,92598709090.90909,73286850000.0,76642907142.85715,67378907142.85715,58178528571.42857,115009059740.25975,119199600000.0
008870,금비,37726236263.73627,34349512987.012985,29477205086.58009,32417410714.285713,61613095238.095245,79965721778.22177,81964880952.38095,70411852730.60272,66615178571.42857,57474450549.450554,72621753246.75325,66642857142.85714
058370,비엔씨컴퍼니,12721613432.211538,12760507797.18669,21518726256.993233,19555434725.1369,34170805986.473213,43314426745.611885,32231905757.5,,,,,
001570,금양,29467086726.8022,43619692115.02597,41197429992.8777,47823053440.53571,66601374487.083336,115807354999.6878,101166704834.80655,102553474890.3684,102162832159.22621,189642750966.1859,237902110874.1964,227124134953.57144
002990,금호건설,902479747715.3845,678975771004.2451,378386674423.53894,450076633505.3571,622465218405.3572,355396293820.5831,342534424243.75,421928834303.5402,451758868707.5,258619702669.2445,432948661878.3716,418542581700.0
002995,금호건설우,8639654156.737637,4390780688.266234,3408681360.4383116,3809069724.107143,7626228953.571428,5474764814.61039,6077610581.25,7214089063.392857,12149349747.321428,9366663616.071428,9865253061.525974,9236649407.142857
011780,금호석유,4705647984600.961,3913119872006.493,2912284250294.3184,2507191733049.1074,1991235894388.393,2035437318155.3198,2445258896879.4644,2964292005304.87,2615868898714.2856,2829102279531.181,6334671635819.618,4753201524714.286
011785,금호석유우,125833915619.50551,93349639424.35065,97407744991.04437,114979753161.30954,112128587866.36905,86732554554.72028,91883379601.19048,102421422024.34026,102526320275.29762,110310446954.7619,344724900820.5295,268096822885.7143
001210,금호전기,182914823841.41483,154053351921.6721,201360937138.5552,144976689913.24402,119866896416.51785,75736380764.18707,62534891975.02977,51376468736.40817,35680857542.08333,36715430035.37088,52895846959.67595,44292413555.35714
010050,우리종금,94034082946.22252,77529074797.48376,150402191454.6983,188069825096.01785,263240754436.0893,303365233637.8696,298628183608.8393,488731940505.80206,482482832092.0179,381604084187.353,776049947933.1526,759432987412.2858
073240,금호타이어,1293839100218.0632,1732891335273.4575,1592824226744.6428,1739725365260.1787,1215042619857.1428,1485281485579.3232,1009990071224.2858,1204198390830.6226,1237578872171.7856,996154949304.5295,1551408762777.7542,1150374856475.3572
036190,금화피에스시,63755769230.76923,95914285714.28572,177595454545.45453,261509821428.5714,269361607142.85715,218781218781.21875,234033928571.4286,203715515734.26572,187848214285.7143,159548901098.9011,196060489510.48953,197785714285.7143
004790,렉스엘이앤지,25182622745.906593,18630542023.641235,5494112209.142857,,,,,,,,,
035460,기산텔레콤,29870902570.879124,27617184800.487015,30661774809.25325,29668692902.678574,40180304774.702385,50479892166.096405,50585539047.0238,42804189056.19381,39105883797.0238,37725925646.08517,43520113387.937065,50474039750.0
092440,기신정기,146608266483.51648,161801892857.14285,207819702380.95236,221684488095.23807,224179523809.5238,158360227272.72726,138754750000.0,119100530094.90509,113172160714.28572,94307810897.4359,142423565184.8152,138919000000.0
000270,기아,27060635972018.953,28600160885780.035,23859010998841.668,22565105672480.062,20044614289883.63,17858475113517.58,14159667449113.84,13316770607623.559,16902083199807.44,16863384363795.762,34461002156636.08,29032702002635.715
024110,기업은행,8590372498535.715,6984652383998.376,6567663085715.909,8049043833732.588,7559366423131.25,6852547243627.335,8006863752691.965,8585502700906.594,7736600169702.679,5609621292161.108,7595043192723.215,7977307362810.714
121600,나노신소재,115218774724.17583,120368946788.47401,131168164860.93073,138875881976.1905,206841549200.0,174528924166.1089,157391231275.0,181564152107.19904,184775200423.6607,280139299584.40247,451960816428.2592,601307600571.4286
039860,나노엔텍,84840522453.57143,78885743385.68182,94421700578.18182,140993338567.9762,168742084088.125,136107438849.05844,122762604720.35715,145770331080.31445,132896815277.52975,234235470027.5412,206439303213.04196,190563931360.0
091970,나노캠텍,40702153846.15384,36937718181.818184,43241250000.0,36879300000.0,29585100000.0,59891642628.52273,100217723288.85417,121770680106.85606,92332222638.09523,49398590400.025185,55359919696.02273,45209484250.0
010670,나노트로닉스,47866175851.648346,57484367923.5146,44974630292.16991,9304611120.0,,,,,,,,
051490,나라엠앤디,39744005494.50549,36597733766.23377,41014333333.333336,42997473214.28571,62061818452.38095,60742849525.474525,61925946428.57143,83656926240.42622,60824601190.47619,106077088369.96338,140784789960.03995,128824428571.42856
067160,아프리카TV,53552597500.71429,88967007275.84415,93811639697.64882,266272680730.65472,296902388028.7202,278587719273.5452,232917721705.95236,430064083676.05524,720195047412.5,644136426810.989,1552997854379.745,1735381395085.7144
072530,나이스메탈,16904091557.714285,,,,,,,,,,,
036800,나이스정보통신,44383791208.791214,52606737012.987015,78085660173.16017,211252976190.4762,337962797619.04767,343661401098.9011,244343750000.0,229656239593.7396,269157738095.2381,253080700549.45056,320620941558.4416,292750000000.0
001260,남광토건,58163606613.66758,69465413719.31493,136189083947.53247,69932142877.76785,77078762102.60417,95079171042.44505,66743062640.02976,171953785567.19843,126706713393.89882,101905191971.93454,142272972367.08917,135359564228.57144
008350,남선알미늄,72600619025.43956,68744776535.79546,58494245819.01516,118559914947.08333,128037284170.83333,141626634811.36365,131810262175.41667,176275926925.68472,361753039263.5416,546332022786.7788,385514544598.60144,323611727200.0
008355,남선알미우,1940726251.2362638,1263780988.392857,1111799870.0892856,1333988405.357143,2819255263.392857,2906668840.7967033,2871019269.642857,5066247030.906593,9649419214.285713,15926470199.175827,10428130106.456043,8470273821.428572
004270,남성,28471661574.065933,28017336434.8052,29157157280.51948,37633379505.71429,65505210857.14285,68837787724.67532,76344609642.85715,70033535888.012,109118769928.57143,103149152242.85715,129470997934.46555,109089132000.0
003920,남양유업,546525494505.49457,616439220779.2208,675757597402.5974,558171428571.4286,534137142857.1429,530870799200.79926,525437142857.14294,474633896103.8961,382380000000.0,206264423076.9231,325274340659.34064,290494285714.2857
003925,남양유업우,46513235138.73627,43416939053.57143,50017358493.50649,53909204785.71429,46055754053.57143,43223294375.87412,41069038526.78572,35372068786.77573,31140745098.214287,22781138667.032967,37857706188.31169,32136004928.57143
002070,비비안,58894043473.55769,52479907716.47727,45785649626.420456,51689257846.875,73465957978.125,61288801898.20804,56076362118.75,47765997153.14685,87561188671.875,76095357210.65706,96027584658.59143,78528445071.42857
025860,남해화학,601169957238.544,462335023314.88635,368590939043.9232,449359920304.9405,503864708053.51196,434199787763.86115,475864174460.2381,680604388262.011,491096062572.9166,363389818117.96704,502443616874.4218,544480119280.0
004250,NPC,90541532967.03297,92858680519.48051,159538365584.4156,220636928571.4286,244771585714.2857,254253993806.1938,224631321428.57144,168263503921.07892,142679057142.85715,119284516483.51648,226158745954.04596,335227371428.5714
004255,NPC우,6766523076.923077,6651814285.714286,8434335714.285714,13889150000.0,17028785714.285715,16532386813.186813,15399292857.142857,12848964835.164835,12003907142.857143,11558503846.153847,16581824175.824175,22892571428.57143
037540,네스테크,25586441539.285717,,,,,,,,,,,
096040,이트론,12399361807.71978,15451300130.81169,18836080045.839287,21707181493.848213,43556157145.85715,79922094042.21278,61046762759.97619,55219142346.33879,79205263260.75,74042981903.27747,334491369921.02795,161356122692.2857
042510,라온시큐어,7159536901.2774725,9514130489.988636,46979907793.02381,46625634129.04762,96607022373.0357,101103364124.70029,97309957995.35713,96303080630.00374,98050762203.39285,102183785596.26717,175662378033.46216,148604590609.2857
042420,네오위즈홀딩스,190458410460.5769,147537030416.55844,107897140838.07901,142599111145.8333,149483112192.2619,139092782249.21326,129813714256.54762,117239685302.07707,124912124278.2738,132096526859.29028,364163184896.7033,459323397092.8571
095660,네오위즈,1121327441960.4397,600657994836.3636,375993586524.6753,419871334076.1904,417846152533.3333,294800917493.7063,268550160533.3333,344964908099.23413,335687700666.6667,490301420134.0774,578663159127.741,551393817975.0
104200,NHN벅스,146424988644.23077,192354733701.29868,117661173199.54005,161979125263.39285,186654306153.2738,162490376670.8916,144277357053.57144,121717144680.174,94495623113.09525,67815062710.851654,141427367888.2992,266789988928.57144
085910,네오티스,30783129270.91346,41622521790.625,46760588739.0625,45296297907.708336,58535062675.20833,55518241412.0698,53066260677.85714,47825223391.46104,44976288062.41071,39444398492.14285,62226556153.250496,73430492580.0
092730,네오팜,40944357953.65385,48454072496.25,42806646868.579544,74516883931.25,229829415965.625,238446059243.44406,234659234559.375,378060217266.7395,413324337313.3928,236736705767.51373,251819371437.38138,203132184750.0
028090,네오퍼플,40574166587.16483,74396777654.24675,14160668553.428572,,,,,,,,,
101400,엔시트론,16697648667.335163,23359436507.386364,22436213077.178032,20140864040.625,30267830581.041664,42894483313.85115,58338762595.80357,71509391872.25275,61890742931.97321,34974609750.2864,36397912903.345276,48990697435.71429
033640,네패스,354299321884.61536,376455907118.1818,267344799817.04547,163656327062.5,164114915540.0,154219001542.97202,215755485723.75,250941415026.1784,568344132151.488,721602303685.8287,856659432622.5525,676293452942.8572
087730,이엠네트웍스,7633135714.285714,17631366071.428574,36168832142.85715,35915471428.57143,36732954761.90476,27810153571.428574,30218794047.61905,127221390301.83983,97802954462.08333,23839674529.553574,24475102798.787884,
950030,네프로아이티,10003595238.095238,,,,,,,,,,,
019430,넥서스투자,5790641400.0,,,,,,,,,,,
005720,넥센,198184481049.45056,340087107200.0,409312107846.7262,435057253606.25,428556403314.2857,407050000987.91205,424353863813.89886,338701114260.0179,328462021050.8631,219012150043.45468,261527491965.65808,231156997848.57144
005725,넥센우,10684829958.791208,7127288332.792208,8336114770.292208,13085180500.0,14673141544.642857,16286127988.261738,18842175553.57143,15576501869.817682,13195877517.857143,10523668487.637363,12442599894.605394,12347486142.857143
002350,넥센타이어,1594171424353.022,1761356370058.4417,1490822072208.604,1365392974951.1904,1298529605340.0298,1336737868118.6626,1268598986253.125,1017188152222.9576,929769121219.4644,533125964888.33105,768500202418.6101,605680362938.5714
002355,넥센타이어1우B,19291830357.142857,19217840909.09091,25514100378.787876,40258407738.09524,36153541666.666664,35268498376.623375,38331428571.42857,29325540449.1342,24882328869.047623,15235029761.904762,22122195616.883118,20282321428.57143
073070,에이팸,36167541208.791214,53268786525.97403,41164660443.722946,41788913690.4762,73670788690.4762,65823436251.24875,170219040617.85715,790501135779.533,403290612743.1101,59834416237.94643,58427546375.0,
081970,한솔넥스지,27772298901.0989,23361335064.93507,27081997402.597404,23561828571.42857,26821542857.142857,28257594005.99401,58254514285.71428,83340326284.93507,,,,
038990,넥스콘테크,110721330059.23077,241932627200.0,,,,,,,,,,
089140,넥스턴바이오,23693517857.14286,20529034090.909092,25697609307.359306,33207675595.2381,62970047619.04762,180189272223.77625,212350633875.0,168770564016.6084,125806164075.0,105719478144.23077,212014262812.16785,138958128274.2857
065500,오리엔트정공,15530945227.32143,16542588422.840908,15621284467.031927,14154081002.526787,22978889882.732143,41099967659.4523,40468306351.29465,59702604906.23822,49379773918.26785,61999794589.09432,101835449126.73175,59585980525.71429
092600,앤씨앤,126150410576.92308,105985608238.63637,59949256686.28247,42197004241.07143,79432378794.64285,90521779945.05493,122748860044.64285,100699233756.86813,58070279799.10714,64098127103.36539,98014121810.62936,87750271754.28572
035450,지아이바이오,76127206848.84067,27812688163.857147,14558545504.928572,,,,,,,,,
047730,넷웨이브,14977319822.64011,10713265820.0,,,,,,,,,,
090350,노루페인트,60495054945.05494,101782792207.79219,105961255411.2554,155154761904.7619,222506547619.0476,202138861138.86115,169376190476.1905,190421645021.64502,158685119047.61905,145201053113.5531,234849750249.75024,238142857142.85715
090355,노루페인트우,1353549351.2087913,1597950102.1428573,2157236146.42316,2995336322.5595236,4469041848.392858,4300885991.188811,4180180789.404762,4178105455.1752415,5600654392.261906,5983525364.061355,10714065494.21828,9485812892.857143
000320,노루홀딩스,89114011898.61266,107581963966.26624,190542554759.4237,293584639352.2322,363446930017.4107,240362973828.80246,210072924192.2619,184872972721.2912,163358530609.2262,123366923901.962,172171276301.41733,161772295028.57144
000327,노루홀딩스2우B,947651548.0769231,894752134.0909091,1141867735.2272727,1902839979.1666665,2494586458.333333,1819671175.6993008,1774674833.3333333,,,,,
000325,노루홀딩스우,1621263214.2857144,1694965324.6753247,1843900109.577922,2548565848.214286,3555587053.571429,3125337297.077922,3419240848.214286,3458736596.996753,3547840736.607143,3169498995.535714,9174015827.92208,7191008035.714286
006280,녹십자,1497008199923.7637,1406069437607.1428,1484702786965.0974,1510258957639.881,2315986624422.619,2091313125953.6711,2178321989291.6665,2191615645170.3508,1507372104502.9763,2638031278555.632,3684308798315.5596,2318525663928.572
005250,녹십자홀딩스,684967816625.6868,680794415347.4026,689691094035.7142,850580758901.7858,1735172991107.1428,1515185149181.9429,1571868931531.25,1538897749873.5015,1055510382924.1072,1208378981753.0906,1513215461165.7095,1114064703321.4285
005255,녹십자홀딩스1우,20072563165.384617,22818681664.772728,22565845150.568184,23108137593.75,39035167312.5,41035070847.9021,44061148125.0,,,,,
005257,녹십자홀딩스2우,10130567559.615385,12126978244.318182,11871144093.073593,11886285391.369047,19715595523.809525,20178667997.127872,20954240703.869045,17366238966.138027,14670876583.333332,66805998096.38278,64919812612.26274,41655943321.42857
004370,농심,1443516223096.1538,1456995184586.0388,1609084274896.645,1702614770065.476,1982153807098.2144,2187396830679.4458,2049198642357.1428,1750950873112.2837,1578155949380.9521,1911975742787.088,1831435425375.999,1791555306214.2856
072710,농심홀딩스,257755372195.05493,256887639832.79218,339902575056.8182,515130101598.2143,597301802276.7856,609687533593.9061,532294065482.1428,416947359506.4935,391766267892.8572,348062635675.1374,358399585036.2138,334119642428.5714
054050,농우바이오,165664910714.2857,251074107142.85715,355480357142.8572,346879270833.3333,323505580357.1429,309686785714.2857,228891502976.1905,234480081506.1272,193413966565.32736,156993141193.3654,195958094133.12314,197404908314.2857
040160,누리플렉스,55980270432.85715,52102024837.012985,54640174953.92316,62065374498.13988,128114457481.54762,120772027466.60214,117980990963.54166,100651518196.72618,75130739952.23215,79937856933.8141,106123378201.18008,94868449353.57144
069140,누리플랜,40334910027.47253,37274363311.68832,37827020866.53679,36083255493.125,22350450268.75,31329163631.48227,29646742490.37203,28577175132.605312,32177171706.68155,30036632597.527473,55118367766.22128,51362978665.71429
099440,스맥,58751274745.67308,50251719655.519485,65130097914.816025,106172832959.82144,96842093611.60715,87521907479.29572,102056309127.36607,92266832243.33875,79111959190.14882,53394075536.468636,57543531834.20954,60661427546.42857
041060,아라온테크,29052878898.326923,21731108564.2013,8408542358.467532,6983469820.0,,,,,,,,
060260,뉴보텍,10941305436.473902,14678024301.084415,16201677509.677492,15463650702.967262,41920580796.875,103772426966.31183,67904747876.91965,46488601303.40774,39651783972.88691,43361698459.535255,46904758145.76049,37947306250.0
012340,뉴인텍,53184090630.90659,50917031282.13474,50249977393.85282,43177114509.434525,55523735620.833336,59556828863.36164,56807545512.5,48771090862.975235,40963599217.08631,67388689941.51099,113693190382.38013,99565333592.14284
054150,뉴젠아이씨티,8611969893.214285,,,,,,,,,,,
900100,애머릿지,15737980769.23077,15533977272.727272,18953690521.179924,13533881394.229166,151010422302.01785,220533138565.74298,181717295259.9256,264229730367.28186,137500589106.7143,75289003489.0,102950559067.01785,112029919965.0
085670,뉴프렉스,20469659871.14011,38988911404.72403,52568223036.70725,28084880036.607143,29328879163.928574,38467391192.29146,56813099267.440475,60101690033.68662,52070930632.76786,38136327673.85302,79354272118.71066,126859105720.0
053290,NE능률,59389258252.06044,58390878396.91559,39106307012.987015,41467689159.2262,45036175297.61905,68145547444.74276,66451146984.04762,47526424762.70687,46772040333.541664,46602112179.03846,254652023720.61188,137888422905.0
023430,아이이,17373239971.884617,26588683122.409092,45419756239.545456,54745518540.0,52469394170.10715,117743651374.62201,82178123223.0,,,,,
119860,다나와,54943912087.91209,48473678571.42857,57314589285.71429,75333420518.77975,72613756639.2857,77659112810.2997,136047803357.67856,222709692634.03473,314260740270.5357,360141751408.72253,395929790743.64386,302075083992.8571
064260,다날,142121881867.0055,148661143288.58765,208907692474.43994,190244806744.04764,205955757790.35715,200250057492.5275,251171350960.98215,240683655354.39728,199766052233.16965,274682896300.1053,620605762949.4506,801040096857.1428
093640,다믈멀티미디어,9637389188.427197,22742528458.011364,36721056954.791664,20761792418.57143,30128162218.035713,36170365002.75724,30001586930.2381,43970505638.43937,37095240535.53571,31179507903.846153,54209620004.52797,76584158585.35715
090710,휴림로봇,34481524700.0,29646449659.577923,33845828949.886364,25034678883.75,59213260774.01785,54155015985.057434,118004197097.54463,107596789378.63634,87191698019.6607,80310309477.74725,119727454520.58028,222652895760.42856
039560,다산네트웍스,112402440070.30219,102386466885.90909,109853902633.43616,119975814556.84523,121590991706.07143,139740310155.0974,140871965749.64285,191726290233.3175,268023430277.4405,320981082719.66345,327141265398.31165,235669871301.42856
105380,다산리츠,10726222222.222221,,,,,,,,,,,
043710,서울리거,10451951487.982143,20795816043.834415,33412492361.266235,21384900113.49405,91855722793.94345,174364438435.6456,86618952536.25,86734010173.70172,62793403333.57143,37423912604.25847,44461282678.902596,61935670234.28571
023590,다우기술,408616551330.65936,636286562956.4124,719576897342.5731,566020415090.625,955819180017.8572,948675706407.093,882790748954.4644,980387313271.9656,925367299045.0892,878233726373.8668,1153897058067.9883,1004531507046.4286
032190,다우데이타,109656865384.6154,134053789772.72726,169229204545.45453,206567000000.0,585251562500.0,460083465909.09094,425540357142.8572,436881255931.5685,346741526785.7143,434137514652.01465,545596365509.49054,538662142857.1429
068240,다원시스,67494885989.010994,62062546266.233765,80305108221.67207,126314876254.88095,389445694507.1428,360137786459.65906,317348876559.8214,414764770317.2806,396238971533.4821,476421075795.1923,658769508551.0239,942363533921.4286
077280,한컴지엠디,33214647853.708794,21973500852.272728,21401196491.13907,24598987444.196426,28846767559.52381,31792680290.92782,34350976718.42262,29366627473.05195,27476502696.964287,,,
035720,카카오,1587591663399.1758,1418762321156.9805,1189188006524.1072,2950313254136.607,6944765637717.857,5863584966091.621,7796649945620.834,9293131385059.484,10860710814281.25,25510672172318.11,53976217528430.75,47065965528000.0
009280,다함이텍,79521773826.92308,72262304362.5,70760250750.0,,,,,,,,,
015590,큐로,154059705801.0989,119870584119.64285,100599580609.94318,98191306850.89285,87130101995.08928,81213696419.69156,61219503418.458336,109175761258.26453,112379714117.9137,138404352038.34158,128024221754.05142,98430097320.0
019680,대교,505667869995.19226,504080960831.1688,589725030000.4059,581144741299.1072,690088740275.2976,759679637892.6074,693139051242.5594,628082580233.735,529876828785.7143,338108645585.16486,378965924157.7173,315034099964.2857
019685,대교우B,79931523106.79945,74915960933.92857,74235490661.90475,82463814352.52977,97912607784.22621,103748981309.47801,98729003911.60715,94690376983.55083,85124039977.23215,49893785139.17124,63369977742.58242,51453770657.14286
117580,대성에너지,170245020604.39563,141135044642.85715,147960491071.42856,166028794642.85715,176924851190.4762,172932589285.7143,171455952380.9524,158607125686.81317,148991889880.95236,135566185897.43588,208779842032.967,327151785714.2857
033830,티비씨,64544368131.86813,60516233766.23377,58068506493.50649,55350892857.14285,66719642857.14285,74769605394.6054,77252083333.33333,65049714868.46487,122366071428.57143,90427243589.74359,167701486013.98602,139142857142.85715
006375,대구백화우,611173153.8461539,457019389.28571427,439473732.0887445,517693800.0,,,,,,,,
006370,대구백화점,138380607419.98627,154055997439.69156,173479559456.16882,201792448333.18454,165341977353.27383,148261949072.60864,136307208554.16667,103340225146.13614,73163430440.92262,71794551153.87363,127669644960.0312,112737997453.57144
005270,대구은행,2187612500000.0,,,,,,,,,,,
042340,대국,11575784282.126377,6219349462.0,,,,,,,,,,
004130,대덕GDS,177591846546.01648,286562173781.8182,390020597995.90094,273505622388.54166,224413801931.0714,254523004967.5325,393380001043.75,305006484211.45105,,,,
004135,대덕GDS우,10216176923.076923,10927425974.025974,15654833766.233765,16274635714.285713,15348792857.142857,15489673426.573425,18618171428.57143,18273640459.54046,,,,
008060,대덕,443993377971.1538,549378213295.4545,466975838113.63635,404869872000.0,402443127437.5,382519302006.1189,507924462604.1667,453866075721.13635,822715852996.0714,293024261266.5888,261424080356.64337,258121906750.0
000490,대동,95700629609.47803,119647765533.0357,147753624838.9881,222944187868.15472,245677366680.95236,180458992807.0055,182919076017.85712,170169025001.87726,145364946512.5,134657646072.8251,244966596960.5769,329567888178.5714
020400,대동금속,12565417582.417582,11933376623.376625,11340110389.61039,11795571428.571428,16664071428.571428,17739572427.572426,18975785714.285717,23698721778.22178,27187571445.2381,22047330850.020607,35633653033.86114,32971420488.57143
008830,대동기어,16563819209.203297,16855247532.467533,16731559706.493507,17857212542.857143,24124402828.57143,23882336674.525475,21968200485.714287,25667427840.95904,29122373400.0,24425025907.692307,58808133441.75824,70564871314.28572
048470,대동스틸,27243475274.725277,36172889610.38961,37593668831.16883,35563988095.23809,34281398809.523804,36172689810.18981,46245535714.28571,112990290959.04095,73506250000.0,47464091117.21612,65714835164.83517,67514285714.28571
008110,대동전자,27798011391.181316,27247318237.589287,34785709173.92857,40519819861.02679,54702061222.67857,51227015504.19643,47687199222.79762,39754696026.22482,40734312036.29465,43168165388.40889,79855449297.18407,102259378720.71428
004780,대륙제관,74082474825.17857,73937999584.51299,78329666267.23755,89850234493.0357,120295394388.15475,111113435133.01949,107109465193.48215,93493708090.93884,78186231976.47322,66749745692.85715,93312615906.68831,85831836888.57143
005750,대림B&Co,26439354395.604397,46040868506.493515,30951663961.038963,54138641309.64286,227508339895.7143,176679358091.1189,126154275061.90477,89967038998.37662,75510361271.42857,75135006857.14285,119198458861.03896,129852932114.28572
000210,DL,3621905604395.6045,3453385909090.909,3213919350649.3506,2743524285714.2856,2423302142857.1426,2855891898101.898,2890782142857.1426,2946981448551.448,3510387857142.8574,2712064862637.363,1452800027489.4604,1249270056171.4285
